id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27974804,Cape Town House,211288126,Nadia,,Ward 8,-33.87474,18.67635,Private room,379,1,2,2019-02-03,0.13,1,363
27979361,Clifton YOLO Spaces - Residence,93599290,Yolinda,,Ward 54,-33.93685,18.37787,Entire home/apt,4502,2,13,2019-10-28,0.90,13,321
27983345,Bali Bay Holiday Apartments Studio,154444125,Braam,,Ward 54,-33.95866,18.37722,Entire home/apt,2504,1,57,2019-12-17,3.93,5,324
27991765,Cosy family home with a view,5436727,Lee-Ann,,Ward 74,-34.01738,18.38416,Entire home/apt,1656,2,1,2018-12-21,0.08,1,291
27995660,Fantastic and Immaculate Getaway in serene Tokai,206107797,Kirstan,,Ward 71,-34.05918,18.44025,Entire home/apt,2497,3,4,2019-11-28,0.33,1,13
27995896,Sunset: Sleeps 2 guests sharing,66441016,"Debbie, Mel & Pat",,Ward 107,-33.82074,18.48431,Private room,996,1,0,,,5,337
27995897,Dolphin:  sleeps 3 guests,66441016,"Debbie, Mel & Pat",,Ward 107,-33.82006,18.485,Private room,898,1,0,,,5,340
27995898,Big Bay:  Sleeps 3 guests,66441016,"Debbie, Mel & Pat",,Ward 107,-33.82239,18.48402,Private room,898,1,0,,,5,344
27995899,Clifton:  Sleeps 2 guests sharing,66441016,"Debbie, Mel & Pat",,Ward 107,-33.82024,18.4858,Private room,996,1,0,,,5,347
27995900,Dalebrook:  Sleeps 2 guests,66441016,"Debbie, Mel & Pat",,Ward 107,-33.82243,18.48558,Hotel room,985,1,0,,,5,337
27996009,Clifton YOLO Spaces - Penthouse,93599290,Yolinda,,Ward 54,-33.9367,18.37913,Entire home/apt,4502,2,4,2019-12-21,0.40,13,311
27996850,Hidden Gem In The Heart Of Cape Town,24604362,Peter,,Ward 77,-33.92671,18.40093,Entire home/apt,872,2,13,2019-12-22,0.87,1,320
27996889,Stunning Companies Gardens flat in Diplomatic area,45876453,Dorothea,,Ward 115,-33.92837,18.41417,Entire home/apt,1013,2,23,2019-06-14,1.54,5,344
27997169,Cosy studio with mountain views & private garden,211455527,Moses And Jennifer,,Ward 100,-34.14371,18.85996,Entire home/apt,519,2,47,2019-12-20,3.05,1,168
27998575,Rooms to rent in Suburban Farmhouse,49776188,Niki,,Ward 21,-33.85546,18.64572,Private room,253,1,4,2019-03-03,0.31,1,0
28000803,Family Room,172135057,Anele,,Ward 112,-33.83273,18.65272,Private room,802,1,0,,,3,0
28000805,Double Rooms,172135057,Anele,,Ward 112,-33.8313,18.65212,Private room,802,1,0,,,3,0
28000806,Triple Room,172135057,Anele,,Ward 112,-33.83334,18.65234,Private room,802,1,0,,,3,0
28001248,Little Riverside - Peaceful Country Living,77402757,Tim,,Ward 100,-34.14015,18.88536,Entire home/apt,547,2,13,2019-12-08,0.83,1,172
28001805,Stylish Studio - Amazing Views & Parking & Netflix,189159760,Manon & Sabata,,Ward 115,-33.92577,18.4165,Entire home/apt,605,2,36,2019-12-08,2.26,10,100
28002644,3 bed family home in Fresnaye close to amenities,185308070,AirStay,,Ward 54,-33.92132,18.38817,Entire home/apt,5994,7,0,,,83,0
28004781,PENGUIN COTTAGE,6801182,Diane,,Ward 61,-34.19579,18.44411,Entire home/apt,744,3,4,2019-09-04,0.27,3,56
28016585,Camps Bay family home with spectacular views,71925722,Denise,,Ward 54,-33.95543,18.38561,Entire home/apt,10004,7,0,,,1,0
28019135,Camps Bay perfect views in a security complex,26242690,Wayne,,Ward 54,-33.95059,18.38806,Entire home/apt,3003,4,0,,,1,86
28019973,Dophin Crest Villa  = Cormorant Apartment,42822940,Carol,,Ward 54,-33.95176,18.38576,Entire home/apt,3999,2,10,2019-11-06,0.83,6,344
28020501,African queen,211638584,Sherri,,Ward 63,-34.01995,18.47195,Private room,605,2,0,,,1,0
28020840,Rondebosch Oaks,211641983,Mervyn,,Ward 59,-33.96731,18.47281,Entire home/apt,549,3,7,2019-12-13,0.47,1,86
28023191,"Brodie Cottage, Zilvermyn Village",75724544,June,,Ward 69,-34.10555,18.39854,Entire home/apt,2750,2,1,2019-04-22,0.12,1,314
28023277,High Oaks Cottage - Groot Constantia,34804025,Sarah,,Ward 62,-34.02672,18.42568,Entire home/apt,1501,1,19,2019-04-15,1.21,1,66
28027238,Blue Waters - Luxurious Villa with ocean views,48118705,Janine & Rachel,,Ward 54,-33.96237,18.37323,Entire home/apt,4995,3,5,2019-09-30,0.38,21,155
28038998,Hillside Penthouse with Spectacular Table Mountain Views,49190523,Jaco & Charl,,Ward 77,-33.92706,18.40624,Entire home/apt,2533,2,49,2019-12-22,3.02,3,225
28040859,Fish Eagle's Nest - Imhoff's Gift - Room 1,201302648,Anke,,Ward 69,-34.13696,18.35772,Private room,295,2,7,2019-01-07,0.47,1,172
28043218,The Swimming Pool Library – an Apartment for Two,59728161,Charles,,Ward 64,-34.09539,18.4791,Entire home/apt,351,2,13,2019-11-18,0.90,1,152
28045198,Sea Sea Me,61036591,Michel,,Ward 61,-34.19791,18.37905,Entire home/apt,1505,2,16,2019-12-15,1.04,3,328
28045279,"Columbine Place, in Durbanville",211845889,Debbie,,Ward 112,-33.82512,18.64503,Entire home/apt,603,1,39,2019-12-08,2.45,1,100
28045808,Mikey's place,211850999,Mike,,Ward 74,-34.03908,18.36427,Entire home/apt,996,7,0,,,1,363
28046275,Ocean views,29907825,Robynne,,Ward 115,-33.90105,18.40743,Entire home/apt,898,5,6,2019-03-12,0.40,2,115
28046367,Modern mountain home next to Clovelly Golf Course,168457315,Kirsty,,Ward 64,-34.12262,18.42853,Entire home/apt,898,3,15,2019-11-27,1.15,1,122
28047085,Sunningdale Family Home,61825585,Stephanie,,Ward 107,-33.79005,18.49102,Entire home/apt,2006,7,2,2019-01-12,0.16,1,176
28058379,Spacious Seapoint apartment with unending Sea view,211671855,Tammy,,Ward 54,-33.92181,18.38103,Hotel room,4151,7,0,,,1,156
28059799,Spectacular Views in Glen Cairn,45498469,Bruce,,Ward 61,-34.16258,18.42835,Entire home/apt,2006,2,34,2019-12-22,3.22,4,133
28059800,Goodwood,211976473,Toeks,,Ward 26,-33.89618,18.565,Private room,449,1,0,,,1,179
28060446,Camps Bay Beach Home Nestled Beneath the Mountains,17490942,Samuela,,Ward 54,-33.95768,18.38139,Entire home/apt,2504,2,28,2019-12-07,1.82,4,288
28062666,2@Carlisle,211992016,Leon,,Ward 23,-33.80977,18.47322,Private room,744,1,0,,,1,177
28064728,Cape Town B&B,204661608,,,Ward 115,-33.91561,18.41803,Private room,645,1,2,2019-04-27,0.21,1,1
28066723,"Ailyssa, 2 Bedroom Apt, Cape Town",210460043,Nara,,Ward 77,-33.9261,18.41093,Entire home/apt,2448,3,0,,,6,361
28069162,Exquisite Summer Home - Entertainers Dream,16274849,Cara,,Ward 54,-33.92337,18.39113,Entire home/apt,9005,14,0,,,1,6
28075053,1 bed loft in Tokai,33202602,Jess,,Ward 71,-34.06123,18.45928,Entire home/apt,449,2,6,2019-11-03,0.39,1,165
28075581,Double Room in Shared House,164970245,Nabil,,Ward 77,-33.93981,18.41789,Private room,507,1,1,2019-01-04,0.08,1,360
28077351,Beyond expectation Holiday,143030716,Roelien,,Ward 15,-34.05939,18.85012,Entire home/apt,856,1,1,2019-01-28,0.09,1,365
28082977,Southfield Nest,212145429,Trevor,,Ward 73,-34.03252,18.48191,Shared room,505,2,0,,,1,365
28089654,Cosy home away from home,212189594,Susan,,Ward 15,-34.05567,18.81951,Entire home/apt,912,2,6,2019-11-08,0.83,2,356
28090051,Chelaya Country Lodge - Garden Cottage,42648755,Dilette,,Ward 84,-34.11723,18.88497,Entire home/apt,996,3,0,,,15,326
28091142,Stunning 3 Bedrooms 3 Bathrooms (6) Big Bay Beach,113516148,Karina,,Ward 23,-33.7872,18.45745,Entire home/apt,1094,2,25,2019-12-23,1.62,1,125
28091188,Tranquil & friendly 3.,22974052,Caroline & Steve,,Ward 57,-33.93463,18.46663,Private room,210,14,2,2019-08-16,0.19,7,191
28091847,Marianella Guest House,31164605,Wilma & Malcolm,,Ward 61,-34.16726,18.42683,Entire home/apt,3003,2,6,2019-12-22,0.51,2,359
28092389,Lions Crest,57218252,Sheri,,Ward 54,-33.96221,18.37426,Entire home/apt,12002,4,0,,,139,294
28092890,Central Hotel Guest House,212209221,Tinashe,,Ward 61,-34.19401,18.4311,Private room,856,1,0,,,1,357
28096735,Easy walk to beach & town. Great sea views!,72721040,Gavin,,Ward 61,-34.19467,18.44602,Entire home/apt,884,2,5,2019-11-11,0.39,1,24
28096738,Chelaya Country Lodge - Waterside,42648755,Dilette,,Ward 84,-34.1187,18.88656,Entire home/apt,1207,3,0,,,15,317
28098292,☀️Ideal Family Holiday Home☀️Views & Convenience☀️,87234125,Evolve,,Ward 77,-33.93826,18.42059,Entire home/apt,2603,5,0,,,32,117
28103312,Dolphin Blue Beach Apartment,123163962,Debbie,,Ward 107,-33.83228,18.48274,Entire home/apt,1801,3,9,2019-12-18,0.65,1,195
28105024,Cape Town Hout Bay 2-bedroom apartment near beach,207837222,Claire,,Ward 74,-34.04059,18.35695,Entire home/apt,1196,6,3,2019-01-02,0.19,1,1
28106661,Cape Town Guest Suite,50666938,Sally,,Ward 57,-33.95057,18.47913,Private room,800,2,0,,,2,363
28112317,Lemon Tree Cottage,48844487,Joy And Ken,,Ward 73,-34.02142,18.45677,Entire home/apt,746,2,2,2019-12-12,0.16,1,0
28115561,"Luxurious city apartment, Mountain & City Views!",61949559,Mollen,,Ward 115,-33.93291,18.41907,Entire home/apt,1097,1,94,2019-12-24,5.80,16,318
28116739,Luxurious Studio Apartment on Clifton Beach,94256359,Marc,,Ward 54,-33.96142,18.37467,Entire home/apt,1294,3,13,2019-03-04,0.94,1,0
28117883,Chelaya Country Lodge - Milkshed,42648755,Dilette,,Ward 84,-34.11734,18.88452,Entire home/apt,1207,1,0,,,15,320
28118889,Chelaya Country Lodge - Stable,42648755,Dilette,,Ward 84,-34.11912,18.88649,Entire home/apt,898,3,0,,,15,342
28119574,Chelaya Country Lodge - Courtyard Room,42648755,Dilette,,Ward 84,-34.11904,18.8846,Entire home/apt,702,1,0,,,15,331
28120367,Chelaya Country Lodge - Executive Suite,42648755,Dilette,,Ward 84,-34.11887,18.88516,Entire home/apt,1305,1,0,,,15,270
28120989,Chelaya Country Lodge - Squirrel's Nest,42648755,Dilette,,Ward 84,-34.11745,18.88512,Entire home/apt,1207,1,1,2018-11-20,0.07,15,346
28121949,Chelaya Country Lodge - Sunset Cottage,42648755,Dilette,,Ward 84,-34.11741,18.88617,Entire home/apt,1207,3,0,,,15,342
28123019,Chelaya Country Lodge - Garden Suite,42648755,Dilette,,Ward 84,-34.11722,18.88492,Entire home/apt,898,1,1,2019-10-25,0.45,15,323
28123844,Chelaya Country Lodge - Stoney Pine,42648755,Dilette,,Ward 84,-34.11758,18.88633,Entire home/apt,1207,3,0,,,15,342
28124159,Charming Townhouse in De Waterkant,211069061,Dianne,,Ward 77,-33.91567,18.41494,Entire home/apt,1294,2,13,2019-11-01,0.93,1,10
28131403,"Sunset Links Golf Estate, Apartment#2 on 10th hole",33128821,Janine,,Ward 4,-33.86174,18.49225,Entire home/apt,631,3,25,2019-12-22,2.02,2,288
28138114,"Luxury,  self contained,  cosy studio space in the heart  of Newlands Village.",40113754,Melissa,,Ward 59,-33.97478,18.45748,Entire home/apt,844,1,26,2019-11-26,1.63,3,243
28142276,Charming Family Getaway in Sea Point,22286016,Maggie,,Ward 54,-33.9177,18.39037,Entire home/apt,844,1,5,2019-12-22,0.52,8,191
28142664,Halcyon Days,38881635,Adrian,,Ward 62,-33.98455,18.44385,Entire home/apt,5895,7,1,2019-01-02,0.08,1,0
28142908,Beautiful 3 bedroom home in security estate,48303994,Nicki,,Ward 71,-34.07941,18.43595,Entire home/apt,6819,7,0,,,38,349
28143775,"Spacious & Stylish Afro-Chic Apartment, 2 Rooms",22286016,Maggie,,Ward 54,-33.91928,18.39201,Entire home/apt,844,1,2,2019-12-20,0.15,8,248
28146328,Harbour View Cottage with Enclosed Porch,3007248,Florian,,Ward 64,-34.12608,18.44752,Entire home/apt,3003,1,38,2019-12-11,2.46,22,285
28147556,Bougain Villa Apartment,212262372,Nontanda,,Ward 55,-33.88635,18.52074,Entire home/apt,1351,1,0,,,1,355
28147586,Spacious bedroom in cozy home,43603166,Adri,,Ward 58,-33.97516,18.47705,Private room,352,1,5,2019-04-21,0.32,1,36
28149323,"Modern, Luxury Apartment with stunning seaviews",22286016,Maggie,,Ward 54,-33.9155,18.39496,Entire home/apt,1196,1,3,2019-12-17,0.36,8,289
28149549,Double Bedroom in old character Woodstock Cottage,212620345,Cath,,Ward 57,-33.93356,18.45309,Private room,505,3,0,,,1,179
28154880,A stone-throw away from the beach apartment,212663685,Sandy,,Ward 64,-34.09944,18.48296,Entire home/apt,856,1,1,2019-01-02,0.08,1,86
28155378,"Breathtaking Ocean Views With Private Pool, Deck and Garden",6640615,Michael,,Ward 54,-33.92126,18.39184,Entire home/apt,1505,2,35,2019-12-17,2.32,2,279
28155493,"Casa del Sur ,  Atlantic View - Level 2",209865574,Mark,,Ward 54,-33.94162,18.37978,Entire home/apt,3503,2,5,2019-12-02,0.42,2,7
28158013,"Somerset West,Cape Dutch home  Des 21-Jan 4",211254960,Annie,,Ward 84,-34.06951,18.85456,Entire home/apt,3999,2,0,,,2,179
28166236,Superior Room 1 at Hilltop Guesthouse,212752095,Nicol,,Ward 70,-33.88441,18.60663,Private room,996,1,0,,,10,349
28166874,Superior Room 2 at Hilltop Guesthouse,212752095,Nicol,,Ward 70,-33.88254,18.60577,Private room,996,1,0,,,10,356
28167306,Superior Room 4 at Hilltop Guesthouse,212752095,Nicol,,Ward 70,-33.88387,18.60507,Private room,996,1,0,,,10,361
28167703,Superior Room 5 at Hilltop Guesthouse,212752095,Nicol,,Ward 70,-33.88221,18.60473,Private room,996,1,0,,,10,361
28168111,Twin Room 3 at Hilltop Guesthouse,212752095,Nicol,,Ward 70,-33.88433,18.60673,Private room,996,1,0,,,10,353
28168300,Standard Room 6 at Hilltop Guesthouse,212752095,Nicol,,Ward 70,-33.88362,18.60673,Private room,898,1,0,,,10,357
28168599,Standard Room 7 at Hilltop Guesthouse,212752095,Nicol,,Ward 70,-33.88247,18.60603,Private room,898,1,0,,,10,357
28168732,Pool Room 1 at Hilltop Guesthouse,212752095,Nicol,,Ward 70,-33.8828,18.60535,Private room,1094,1,2,2019-05-04,0.14,10,356
28168975,Pool Room 2 at Hilltop Guesthouse,212752095,Nicol,,Ward 70,-33.88408,18.60629,Private room,1094,1,0,,,10,350
28169907,Hillside Minimalist Architecture Villa with Pool,120485340,Stephanie,,Ward 54,-33.94967,18.38657,Entire home/apt,19993,3,10,2019-10-20,0.65,3,78
28170632,Houtkapperspoort Cottage 9 - Three Bedroom,130248430,Charles,,Ward 74,-34.01157,18.40091,Entire home/apt,2448,1,0,,,407,200
28171452,Houtkapperspoort Cottage 15 - One Bedroom,130248430,Charles,,Ward 74,-34.01121,18.40226,Entire home/apt,1449,1,1,2019-10-26,0.47,407,200
28171750,Cosy Private Cottage,22286016,Maggie,,Ward 54,-33.91353,18.39356,Entire home/apt,633,1,18,2019-12-06,1.43,8,288
28172022,"Dark Chocolate Guest House, Durbanville, Cape Town",212784730,Karen,,Ward 21,-33.85292,18.64374,Private room,954,1,4,2019-11-04,0.36,1,362
28172201,Houtkapperspoort Cottage 16 - Two Bedroom,130248430,Charles,,Ward 74,-34.01243,18.40235,Entire home/apt,1956,1,2,2019-04-02,0.19,407,172
28172772,Colonial Style Sea Point House,3035834,Darryl And Ron,,Ward 54,-33.91565,18.39026,Entire home/apt,2800,7,0,,,4,145
28173339,Chelaya Country Lodge - Homestead Villa,42648755,Dilette,,Ward 84,-34.1191,18.88439,Entire home/apt,996,3,1,2018-09-24,0.06,15,320
28174467,Chić Designer inner city apartment,212796943,Roxanne,,Ward 115,-33.92297,18.41736,Entire home/apt,774,2,2,2019-02-08,0.18,1,0
28176389,Hout Bay holiday home,12687350,Bianca,,Ward 74,-34.04271,18.36452,Entire home/apt,2006,7,4,2019-04-22,0.32,1,351
28177956,Executive 1 Bed Apartment | Chelsea Luxury Suites,27980864,Totalstay,,Ward 115,-33.90843,18.41342,Hotel room,1759,2,2,2019-01-18,0.13,65,295
28179062,Little room on the farm,212830896,Maliek,,Ward 43,-34.01084,18.54646,Private room,393,1,0,,,1,180
28180830,Tacha's comfi zone,212845159,Natacha,,Ward 81,-34.06085,18.60585,Shared room,491,1,0,,,1,179
28183447,Ultimate City Center Convenience,41646246,Emile,,Ward 115,-33.92443,18.42307,Entire home/apt,605,2,10,2019-12-11,0.75,1,299
28188772,An Oceanside Home for Large Groups,19678534,Julie,,Ward 64,-34.14597,18.43499,Entire home/apt,1529,1,26,2019-12-21,2.09,1,3
28189625,Get away from it all at Weavers' Cottage,50185395,Nick & Dena,,Ward 100,-34.13131,18.89361,Entire home/apt,954,2,1,2019-01-03,0.08,2,344
28189883,Minimalist Seaside Apartment with BBQ Patio,26672301,Charmaine,,Ward 23,-33.79103,18.45978,Entire home/apt,605,3,40,2019-12-20,2.67,13,335
28192851,Relax and unwind at Weavers' Nook,50185395,Nick & Dena,,Ward 100,-34.13033,18.89175,Entire home/apt,645,2,0,,,2,349
28193198,Gordon's View,211258961,Noel,,Ward 100,-34.14616,18.85721,Entire home/apt,999,5,0,,,1,116
28193540,Aquatic House 3 - Walk to Beach & Restaurants,50508628,Achim & Shubha,,Ward 54,-33.95375,18.38387,Entire home/apt,10186,3,4,2019-12-15,0.27,13,255
28199441,"Luxury room with wi-fi, parking. Cat allowed",134594,Abe (S.A.),,Ward 2,-33.89113,18.58883,Private room,253,1,1,2018-10-23,0.07,8,79
28199886,Tranquil Waters on the Marina da Gama,7415351,Anette,,Ward 64,-34.08315,18.47727,Entire home/apt,2497,2,2,2018-09-13,0.13,1,361
28200071,"The Island Club,Century City",95407152,Ansi,,Ward 55,-33.89242,18.50701,Private room,702,1,78,2019-12-27,5.34,1,349
28200417,"Large, modern family home with garden & play area",49883941,Bianca,,Ward 59,-33.99502,18.47209,Entire home/apt,2603,5,1,2018-12-30,0.08,2,206
28203510,"Views, Location, Nature ... a well appointed home!",44510266,Helen,,Ward 62,-33.98411,18.45139,Entire home/apt,2701,7,2,2019-01-04,0.16,1,57
28205015,Pine Lodge,213032429,Gerry,,Ward 71,-34.06247,18.43619,Private room,856,1,1,2019-03-17,0.10,1,360
28214419,Strand House,213106225,Karin,,Ward 83,-34.10482,18.83743,Entire home/apt,1998,7,0,,,1,0
28216186,Cosy home away from home,212189594,Susan,,Ward 15,-34.05604,18.82057,Entire home/apt,912,2,8,2019-10-14,0.52,2,171
28217419,Tranquil Mountain View Bishopscourt,23336183,Kim,,Ward 62,-33.99421,18.44906,Entire home/apt,4995,3,17,2019-12-16,1.18,3,303
28218054,Forty-on-Skaife,70474692,Charmaine,,Ward 74,-34.04092,18.36696,Entire home/apt,800,7,0,,,1,243
28222004,Cozy Cottage,213156254,Ankia,,Ward 15,-34.05673,18.8397,Entire home/apt,802,1,1,2018-10-28,0.07,2,0
28222544,"Rare, cozy space in town for travel lovers",77634767,Akisha,,Ward 77,-33.92611,18.41109,Private room,408,3,26,2019-12-14,1.81,1,118
28223182,Bright top floor Sea Point apartment,100925431,Darren,,Ward 54,-33.91938,18.3895,Entire home/apt,1196,14,2,2019-03-23,0.17,1,0
28223996,The Sandown Nest,154420526,Aphiwe,,Ward 107,-33.79948,18.50546,Entire home/apt,575,2,19,2019-12-08,1.25,1,157
28229580,Bloubergstrand/Big Bay Guest Suite with ocean view,56051043,Jacobus,,Ward 23,-33.80488,18.46837,Entire home/apt,800,5,7,2019-12-19,0.52,1,61
28232785,Apartment with a view in Simons'town,212594654,Reneé,,Ward 61,-34.19413,18.42616,Entire home/apt,814,5,1,2019-01-02,0.08,1,365
28234586,Stunning Ocean & Mountain Views - Rooftop Jacuzzi,3929808,Lavinia,,Ward 54,-33.95317,18.38033,Entire home/apt,6496,3,6,2019-12-02,0.47,11,288
28234633,Luxury 3 bed home near Cape winelands,213262368,Libby,,Ward 62,-33.99892,18.45602,Entire home/apt,3550,1,1,2018-10-13,0.07,1,117
28235015,Brookshill,38445588,Charmaine,,Ward 15,-34.06591,18.82311,Entire home/apt,2203,7,1,2018-12-27,0.08,2,283
28238848,16 on Nautica,57218252,Sheri,,Ward 54,-33.93964,18.37946,Entire home/apt,9005,1,8,2019-11-03,0.82,139,80
28240778,ELEGANT & SPACIOUS FLAT WITH SPECTACULAR SEA VIEWS,213304261,Ally,,Ward 54,-33.91421,18.39356,Entire home/apt,605,1,19,2019-11-26,1.22,1,326
28241708,☀️King Bed☀️Central☀️WIFI☀️Gym☀️Secure&Convenient,87234125,Evolve,,Ward 115,-33.92962,18.42088,Entire home/apt,450,2,18,2019-11-23,1.21,32,346
28243065,Warm and Inviting Spare Bedroom with Mountain View,36675322,Kresan,,Ward 54,-33.91708,18.39441,Private room,295,2,9,2019-05-01,0.58,2,0
28244050,Sunset beach SAFE AREA family friendly home,213325618,Liezel,,Ward 4,-33.86636,18.49129,Entire home/apt,3053,14,1,2019-01-03,0.08,1,88
28244163,WHITTLERS LODGE MELKHOUT VILLA 2 double bed rooms,79216013,Sandra,,Ward 74,-34.02511,18.37311,Entire home/apt,1599,3,0,,,7,356
28247204,Orchard Place,213347069,Alan,,Ward 15,-34.04768,18.81934,Entire home/apt,687,2,14,2019-12-06,0.93,1,289
28247698,Moroccan Oasis Nestled on the City Bowl Hillside,31722828,Andrew,,Ward 77,-33.92683,18.4073,Entire home/apt,1998,2,37,2019-12-18,2.62,15,121
28247850,"Trendy elegant apartment, amazing location!",52905683,Arno,,Ward 115,-33.92826,18.42322,Entire home/apt,549,2,5,2018-10-01,0.32,1,0
28249691,Outdoor living in beautiful Constantia,236272679,Cape Town Air,,Ward 71,-34.04533,18.43366,Entire home/apt,5907,4,1,2019-01-03,0.08,16,314
28250360,Tamboerskloof Secret Garden Hide-away,117723647,Malie,,Ward 77,-33.92602,18.40378,Entire home/apt,957,2,4,2019-05-17,0.25,1,28
28251062,Gorgeous Modern Woodstock Apartment (Cape Town),24954427,Audrey,,Ward 57,-33.93176,18.45591,Entire home/apt,744,2,5,2019-01-14,0.33,1,18
28260128,Cape Town Villa - Amazing sea views,48294892,Phryne,,Ward 115,-33.91074,18.40638,Entire home/apt,8906,5,0,,,3,0
28263264,Lemonwood Cottage (Room 1),139886175,Stephanie,,Ward 53,-33.94169,18.50222,Private room,351,1,32,2019-12-09,2.18,2,0
28263386,Ester’s Happy Home,82999911,Ester,,Ward 84,-34.06914,18.85156,Entire home/apt,996,1,0,,,1,270
28265244,Juliette 212,80394372,Atlantic Marina,,Ward 115,-33.91152,18.42061,Entire home/apt,3799,2,0,,,41,107
28266946,"Jacoma Hof 21B, Beach Road, Strand, Western Cape",150270165,Annemarie,,Ward 83,-34.10105,18.81416,Entire home/apt,800,2,0,,,2,359
28267039,Spacious family home in the Avenues of Fresnaye,185308070,AirStay,,Ward 54,-33.92388,18.3914,Entire home/apt,6500,8,0,,,83,4
28267505,★Sublime cottage near Table Mountain & Kloof Str★,184773998,Stephanie,,Ward 77,-33.93009,18.4034,Entire home/apt,1576,2,20,2019-12-24,1.44,1,291
28267542,Little Tops House In Nature Reserve,69589251,Ellen,,Ward 74,-34.01283,18.3712,Entire home/apt,3999,5,1,2018-12-27,0.08,1,360
28267602,Inn CPT 519 Boutique Style Private Room on Loop,148189420,Chad,,Ward 115,-33.92677,18.41339,Private room,492,1,33,2019-11-10,2.11,6,360
28268998,Apartment in the heart of Cape Town,37209883,Leïla,,Ward 77,-33.93843,18.41662,Private room,352,2,7,2019-05-15,0.64,1,27
28269527,3 Bedroom upscale Beach Road apartment,213504620,Candice,,Ward 54,-33.91123,18.39022,Entire home/apt,8006,5,0,,,2,90
28270441,Villa Somerset - Erinvale Golf Estate,32200748,Amalia,,Ward 84,-34.05547,18.8809,Entire home/apt,3858,4,0,,,2,285
28270690,The Best Views In Cape Town!,28377323,Justin,,Ward 57,-33.93118,18.45111,Entire home/apt,856,4,4,2019-02-02,0.33,1,98
28271132,Large Two Bed apartment in the heart of Woodstock,213512834,Nathan,,Ward 57,-33.93174,18.45119,Entire home/apt,702,2,24,2019-12-10,1.59,1,360
28272352,Victorian Beach House,69797801,Stephanie,,Ward 61,-34.15883,18.42832,Entire home/apt,2806,3,1,2019-01-01,0.08,1,152
28272365,Kate's 11 Grotto Mews,89066766,Guy,,Ward 59,-33.95897,18.46839,Entire home/apt,1083,2,0,,,1,14
28276812,Bishopscourt Family Luxury,204711363,Luke,,Ward 62,-33.98427,18.4506,Entire home/apt,9638,7,1,2019-01-01,0.08,1,65
28277905,"Cozy house in the Southern Suburbs, Cape Town- SA",8159536,Genae,,Ward 73,-34.03413,18.44891,Entire home/apt,253,3,0,,,1,173
28280593,M.A.M.A.s Guesthouse,213568272,Hannah,,Ward 115,-33.93199,18.44302,Entire home/apt,802,2,1,2019-10-18,0.42,5,172
28294556,Fabulous family-friendly beach house,17174076,Susan,,Ward 61,-34.20143,18.37915,Entire home/apt,2040,7,2,2019-02-15,0.16,1,24
28295072,Perfect Getaway in Clifton!,212461012,Benedikt,,Ward 54,-33.93539,18.3786,Entire home/apt,605,2,32,2019-12-17,2.15,1,112
28296973,Cape Town Luxury in Fresnaye,89088966,Chris,,Ward 54,-33.92031,18.38997,Entire home/apt,3996,6,1,2019-01-03,0.08,2,0
28298847,Sugar Beach,156730201,Johlene,,Ward 100,-34.16074,18.87063,Entire home/apt,1505,2,4,2018-12-21,0.25,1,349
28299031,CAPE CONCIERGE - CAPE CRYSTAL WATERS,24108747,Cape Concierge - Nina,,Ward 54,-33.96044,18.38536,Entire home/apt,7007,3,4,2019-12-01,0.29,17,111
28299460,Venter Retreat,188468453,Brandon,,Ward 85,-34.12271,18.83272,Entire home/apt,645,1,11,2019-12-09,0.80,1,350
28300580,The Beachfront Sea Point,213521742,Carol-Ann,,Ward 54,-33.90985,18.39477,Entire home/apt,1505,2,12,2019-12-22,0.89,1,116
28300722,Luxury Garden Apartment with Partial Sea Views OC,40121822,Scott,,Ward 54,-33.91328,18.39668,Entire home/apt,999,1,57,2019-12-23,3.76,7,117
28302910,Stylish apartment. Best location. Uncapped Wifi!,113962558,Marc,,Ward 115,-33.92716,18.41372,Entire home/apt,605,2,33,2019-11-30,2.09,26,60
28303960,SURREY BED AND BREAKFAST,213740194,Fatimah,,Ward 46,-33.98001,18.54197,Private room,449,30,0,,,1,89
28308304,Clifton Beach - lovely family home,23599148,Michael & Kirstin,,Ward 54,-33.9389,18.3775,Entire home/apt,17995,3,2,2019-05-14,0.17,13,0
28311423,Modern Studio in Cape Town!,213798209,Stephen,,Ward 115,-33.92649,18.41604,Entire home/apt,507,2,29,2019-12-16,1.92,1,147
28321874,"Cape Town, Rondebosch - close to UCT & Red Cross",9496372,Leigh,,Ward 59,-33.96513,18.47326,Entire home/apt,844,4,3,2019-04-20,0.20,9,175
28324826,Louis Botha Guest Suite,171620631,Errol,,Ward 15,-34.0628,18.84081,Entire home/apt,239,1,7,2019-10-13,0.46,1,178
28328727,Scarborough Garden Studio,213911488,Inge,,Ward 61,-34.20314,18.37974,Private room,603,1,20,2019-12-20,1.37,1,120
28329892,Kommetjie Beach Unique  Holiday Experience,61596375,Larry,,Ward 61,-34.13853,18.32921,Entire home/apt,4883,3,5,2019-03-23,0.38,1,329
28330923,Boutique Beachfront Apartment,50432231,Mary,,Ward 64,-34.1083,18.47076,Entire home/apt,1487,2,12,2019-11-26,0.77,1,225
