id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3191,Malleson Garden Cottage,3754,Brigitte,,Ward 57,-33.94739,18.476,Entire home/apt,661,3,49,2019-12-15,0.61,1,319
13044,JAMBO Guest House / Green Room,50700,Barry & Mina,,Ward 115,-33.90771,18.40535,Hotel room,2105,3,2,2016-02-06,0.02,5,0
15007,Blaauwberg House,59072,Dirk,,Ward 23,-33.80114,18.4618,Entire home/apt,2048,2,27,2019-08-18,0.37,2,293
15077,Top relaxed beach living in style,59342,Georg,,Ward 4,-33.85878,18.4897,Private room,1337,5,5,2016-12-10,0.06,5,327
15180,The Melkbaai - Beachfront,59663,Heinri,,Ward 83,-34.11124,18.82349,Entire home/apt,561,2,0,,,1,361
15199,Self catering apartment,59694,Alexa,,Ward 115,-33.91044,18.41239,Entire home/apt,124997,14,2,2016-04-15,0.03,1,365
15285,Waterford-Guinea Fowl Self Catering,59964,Chris+Alison,,Ward 71,-34.03863,18.43128,Entire home/apt,1207,2,7,2019-04-20,0.07,3,265
15331,Mountview Accommodation,60058,Francis,,Ward 60,-33.97069,18.49697,Entire home/apt,575,2,3,2014-01-13,0.03,1,180
15348,MARSHROSE  LUXURY SELF CATER ACCOMMODATION,60141,Linda,,Ward 70,-33.86903,18.62519,Private room,1403,3,0,,,1,365
15354,"Aurora Self Catering Units, Durbanville, Cape Town",60196,I,,Ward 112,-33.82924,18.63144,Entire home/apt,645,3,1,2018-01-01,0.04,1,364
15480,In hip designer district of Cape T.,60443,Jean,,Ward 115,-33.92941,18.42277,Entire home/apt,999,10,14,2019-04-20,0.12,1,295
15704,Hollywood Mansion & Spa Camps Bay with Butler,61441,Kevin,,Ward 54,-33.96462,18.37595,Entire home/apt,17897,4,1,2017-11-14,0.04,7,227
16259,Chambery - luxury self catering,63255,Cheryl,,Ward 59,-33.99463,18.46505,Entire home/apt,1252,2,6,2016-12-31,0.09,3,117
17270,VILLA CARRARA W SELF-CATERING-VIEWS renovated May,66986,Henri,,Ward 115,-33.91073,18.40866,Entire home/apt,1294,7,132,2019-05-31,1.14,1,241
18499,Rooms in Halaal Villa Cape Town De Tijger,71221,Abe,,Ward 2,-33.88856,18.59054,Private room,702,7,0,,,1,364
19271,Largo House self catering suite,73439,Beverley,,Ward 59,-33.97905,18.45676,Private room,605,2,46,2019-12-26,0.48,3,329
19384,Room with a view under Table Mountain.,73764,Ingrid,,Ward 77,-33.92667,18.40623,Private room,802,1,4,2017-12-02,0.12,1,49
19398,Apartments on the Beach,73779,Roger,,Ward 23,-33.73046,18.43966,Entire home/apt,4658,5,0,,,1,365
19561,Apartment in Durbanville,74188,Cherry,,Ward 103,-33.84192,18.67661,Private room,2806,2,0,,,1,365
19658,Private Room,74504,Ricardo,,Ward 5,-33.87058,18.53464,Private room,1403,7,0,,,1,365
19725,Apartment overlooking Simonstown Yacht Basin,59616,Dennis,,Ward 61,-34.19571,18.43174,Entire home/apt,703,2,17,2019-07-10,0.35,1,0
19811,MARINA VIEWS,74863,Nigel,,Ward 64,-34.08428,18.47585,Entire home/apt,4027,14,0,,,1,365
20125,Double Bedr0om to Rent,76161,Debbie,,Ward 73,-34.02811,18.48246,Private room,1235,1,0,,,1,365
20263,Villa Honeywood Five Star Self Catering Villa,837661,Daniel,,Ward 64,-34.13572,18.42007,Entire home/apt,5500,5,0,,,2,317
20327,"Annie, Private Room 4 2",76740,Annemarie,,Ward 3,-33.88183,18.67086,Private room,1403,1,0,,,1,365
20670,ROOM TO LET,78185,Gill,,Ward 64,-34.09117,18.48396,Private room,1052,3,0,,,1,365
21097,Rooms in Family Home.,80295,Ray,,Ward 1,-33.87914,18.58121,Shared room,703,1,0,,,1,365
21800,Sunny private bedroom with own entrance,74121,Marianne,,Ward 15,-34.05091,18.83483,Private room,379,1,12,2019-10-13,0.68,1,342
22994,Heritage Home in Cape Town suburbs,89107,Sandra,,Ward 58,-33.95733,18.4881,Entire home/apt,1052,3,12,2019-01-06,0.10,1,198
23175,Avocet Cape Town Villa - Rooms/B&B,79694,Harriet,,Ward 113,-33.83242,18.49489,Private room,505,1,1,2019-01-01,0.08,8,1
24670,The Original Majestic Apartment - Kalk Bay,100431,Grant,,Ward 64,-34.12549,18.44792,Entire home/apt,1501,4,16,2019-11-19,0.35,2,308
25122,Walk to Green Point Stadium!,104107,Stephanie,,Ward 54,-33.91261,18.39363,Entire home/apt,7689,7,40,2019-12-28,27.27,1,0
26828,world cup accomodation,114410,Stef,,Ward 57,-33.93596,18.46945,Entire home/apt,6314,1,0,,,1,365
28702,Waterford-Paddaplek Self Catering,59964,Chris+Alison,,Ward 71,-34.03765,18.43083,Hotel room,802,2,0,,,3,245
28707,Waterford-Sunbird  B&B Suite,59964,Chris+Alison,,Ward 71,-34.03644,18.431,Entire home/apt,898,2,4,2019-01-05,0.05,3,245
31359,"Halaal Guesthouse Parow North, WiFi, pet friendly",134594,Abe (S.A.),,Ward 21,-33.84986,18.66582,Private room,687,1,0,,,8,365
36347,"Cosy, Downtown Loft with Mountain Views over Rooftop Deck",156196,Alan,,Ward 115,-33.92383,18.42201,Entire home/apt,1393,1,241,2019-12-11,3.49,15,239
36483,"Stylish Studio With Kitchenette,Pool,Parking &Wifi",156910,Dave,,Ward 107,-33.8212,18.48323,Private room,547,3,36,2019-02-23,0.37,5,354
36485,Stunning Studio Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81849,18.48452,Private room,549,3,27,2019-11-01,0.25,5,365
36499,Lovely Garden Cottage Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81933,18.48403,Entire home/apt,547,3,30,2018-06-23,0.30,5,0
44334,Purple House on Jarvis B&B,194391,Guido & Henk,,Ward 115,-33.91411,18.41585,Private room,1407,1,23,2016-07-18,0.24,4,318
49289,Your Apartment in Cape Town,224616,Marco,,Ward 115,-33.9115,18.40212,Entire home/apt,957,5,140,2019-12-15,1.31,3,234
54730,Huge Bright Sunny 3 Bedroom 2 Bathroom in Fresnaye,253705,Michael,,Ward 54,-33.9216,18.38895,Entire home/apt,858,365,0,,,1,365
59616,Drafstap Cottage,286547,Marita,,Ward 105,-33.82288,18.73171,Entire home/apt,900,2,0,,,1,178
60296,Apartment Cape Town,290396,Patrick,,Ward 77,-33.94027,18.41844,Entire home/apt,1196,2,67,2019-12-16,1.04,1,81
67439,Devil's Peak -  Separate Apartment,328952,Angela,,Ward 77,-33.93478,18.42704,Entire home/apt,492,3,56,2019-02-24,0.56,1,330
82212,Perfect Beachfront Apartment,404176,Gayle,,Ward 54,-33.91728,18.38699,Entire home/apt,1702,3,28,2018-02-09,0.28,4,237
96036,Unique Town House -Green Point,510489,Christan,,Ward 115,-33.91113,18.40864,Entire home/apt,2406,3,14,2019-01-10,0.14,1,92
97100,Cape Cottage,512746,Revere,,Ward 70,-33.88279,18.62065,Private room,898,3,0,,,1,365
101292,ChicShak Self Catering Accommodation in Muizenberg,531026,Carey,,Ward 64,-34.10314,18.47446,Entire home/apt,449,1,18,2019-06-03,0.22,1,271
103507,The Lions Guest House - The Lion Room,539579,Antony,,Ward 77,-33.93326,18.40511,Private room,1773,2,43,2019-01-01,0.42,9,342
106673,4 Omega. Wouldn't you like to live here?,552892,Mike,,Ward 23,-33.80488,18.46716,Entire home/apt,814,2,19,2019-03-11,0.32,1,0
114218,Mid-century House with Breathtaking Views,579839,Oliver,,Ward 77,-33.93903,18.39973,Entire home/apt,6331,5,19,2019-12-24,0.20,1,61
120080,Green Elephant Backpackers Dorm Bed,604948,Howard,,Ward 57,-33.93837,18.46609,Shared room,182,1,35,2019-11-06,0.35,7,365
123012,The Studio,615652,Doreen,,Ward 115,-33.93142,18.40742,Entire home/apt,2603,1,33,2018-09-02,0.34,6,273
123076,GARDEN COTTAGE,615652,Doreen,,Ward 77,-33.93243,18.40678,Entire home/apt,4502,1,16,2017-09-24,0.16,6,329
133339,Constantia Villa - Cape Town,654987,Alice,,Ward 77,-33.93541,18.40407,Private room,732,3,86,2019-04-20,0.85,3,353
146905,BLUE ROBIN BEACHFRONT HOLIDAY HOME,710206,Pam,,Ward 23,-33.80124,18.46102,Entire home/apt,957,3,9,2019-09-03,0.24,2,268
154201,Harbour Place,741709,Zelda,,Ward 64,-34.12805,18.44703,Entire home/apt,2203,3,4,2019-01-01,0.07,1,296
168566,Comfortable and easily accessible,793839,Karen,,Ward 83,-34.11119,18.82884,Entire home/apt,435,3,0,,,1,365
184135,Art filled apartment in the CityBowl,883319,Zuki,,Ward 115,-33.92724,18.41424,Entire home/apt,2806,7,40,2019-12-23,2.23,1,1
186138,Jarvis Street Cottage,194391,Guido & Henk,,Ward 115,-33.91484,18.41765,Entire home/apt,1505,2,32,2017-12-14,0.33,4,60
218269,Spacious Heritage Cottage in the City-Safe&Cosy,1128691,Guy,,Ward 115,-33.93164,18.40916,Entire home/apt,1196,2,63,2019-11-11,0.63,1,317
231402,Braeside House Loft Apartment,1209960,Stuart,,Ward 115,-33.90867,18.40617,Entire home/apt,999,3,94,2019-02-15,0.95,2,315
255987,"Bellevue Manor Guest House, SEA POINT, CAPE TOWN",1345936,Gary,,Ward 54,-33.91542,18.39293,Private room,788,1,22,2019-04-12,0.98,2,351
256720,Green Elephant Private Room,604948,Howard,,Ward 57,-33.93869,18.46598,Private room,547,1,4,2014-05-24,0.05,7,365
256976,Navine's Homestay - Ottery,1354282,Navine,,Ward 63,-34.00845,18.51514,Private room,295,5,2,2018-08-05,0.06,6,178
263584,Sandyshores Self-Catering  Accommodation Blouberg,1383294,Sandy,,Ward 107,-33.82092,18.47877,Entire home/apt,856,2,2,2018-01-08,0.03,1,341
274403,No. 1-Isasa (twin/double room),1435034,Thomas & Elke,,Ward 84,-34.09128,18.84207,Hotel room,774,1,5,2015-02-25,0.06,5,353
275095,No. 4-Chameleon (self-catering unit),1435034,Thomas & Elke,,Ward 84,-34.09156,18.84217,Private room,772,2,0,,,5,339
275876,"Kloof Street Cottage, huge deck & panoramic views",1441807,Martin,,Ward 115,-33.93109,18.40717,Entire home/apt,1013,2,146,2019-07-26,1.51,1,0
281316,The Lions Private Buffalo Apartment,539579,Antony,,Ward 77,-33.93099,18.40566,Entire home/apt,1956,2,20,2016-03-13,0.21,9,339
282586,Cottage de la Mer with Sea Views and Pool,1384294,Patrick V.,,Ward 54,-33.92659,18.38326,Entire home/apt,1885,3,20,2019-10-26,0.33,1,285
282606,Comfortable and pretty room with experienced hosts,807223,Katrine,,Ward 59,-33.99766,18.4682,Private room,253,2,35,2019-11-30,0.42,3,332
283053,Braeside House Main Apartment,1209960,Stuart,,Ward 115,-33.90916,18.40569,Entire home/apt,1097,3,57,2019-01-13,0.59,2,316
286894,SPOIL YOURSELF IN STYLE and COMFORT,1492767,Paul,,Ward 54,-33.92285,18.38273,Entire home/apt,1252,90,19,2016-06-09,0.20,1,364
286935,Green Elephant Backpackers Dorm Bed,604948,Howard,,Ward 57,-33.93842,18.46479,Shared room,182,1,16,2019-02-14,0.22,7,361
286940,Green Elephant Private Room,604948,Howard,,Ward 57,-33.93722,18.46557,Private room,645,1,2,2015-07-22,0.02,7,365
287211,Family home  Cape town,1494208,Fiona,,Ward 77,-33.93369,18.40481,Entire home/apt,2504,7,20,2018-02-21,0.27,1,145
291205,"""Sevensleepers"" Holiday Apartment",1512563,Hanne,,Ward 71,-34.07028,18.44949,Entire home/apt,786,3,10,2018-01-01,0.12,1,302
292170,"Gay-friendly, City Bowl  Cape Town",1513113,Sandra,,Ward 77,-33.9343,18.42098,Private room,352,3,5,2019-11-25,0.08,2,318
295626,Green Elephant Backpackers Dorm Bed,604948,Howard,,Ward 57,-33.93829,18.46641,Shared room,210,1,6,2019-06-18,0.09,7,365
295655,Green Elephant Private Room,604948,Howard,,Ward 57,-33.93704,18.46587,Private room,645,1,2,2016-03-24,0.02,7,365
298622,Stunning Sea View apt in the Cape,1539169,Diane,,Ward 61,-34.20866,18.45794,Entire home/apt,1249,2,58,2019-01-02,0.61,2,317
299380,Charming budget bedsit in the Cape,1539169,Diane,,Ward 61,-34.20766,18.45856,Entire home/apt,449,2,27,2018-12-30,0.28,2,359
302227,Cape Town City Long Term 1 Sept 2019 Available,1549819,Erika+Lynne,,Ward 115,-33.92797,18.41404,Entire home/apt,661,360,14,2017-09-27,0.15,1,358
344107,Serenity Lodge - Helen's Cottage,539579,Antony,,Ward 77,-33.94555,18.4209,Entire home/apt,1894,2,20,2015-12-23,0.21,9,326
357793,City Chic meets Table Mountain,1802190,Liliane,,Ward 115,-33.92414,18.42065,Entire home/apt,1688,3,205,2019-12-17,2.27,2,202
357993,Beach View Studio with Balcony Walkout,1811942,Shannon,,Ward 54,-33.96296,18.37931,Entire home/apt,1196,2,115,2019-12-09,1.62,4,213
370531,Light & Fun House in Cape Town,1867661,Claudia,,Ward 57,-33.93902,18.46766,Entire home/apt,561,7,16,2019-06-22,0.17,1,296
381267,Victorian beauty in observatory!,1912713,Katrin,,Ward 57,-33.93808,18.47297,Entire home/apt,1122,10,1,2015-01-04,0.02,2,231
383141,Vredekloof Accommodation Plataan 2 Bedroom House,1920039,Natasja,,Ward 102,-33.8631,18.67752,Entire home/apt,1599,2,0,,,2,314
390198,Fabulous views,1952066,Rita,,Ward 54,-33.91239,18.3908,Private room,577,4,45,2019-11-17,0.48,2,259
395538,5-star Penthouse with amazing views,1976676,Hiske,,Ward 115,-33.92393,18.42123,Entire home/apt,2279,3,7,2018-01-02,0.09,1,177
400107,Camps Bay Villa with Mountain Views near the Beach,1997313,Shirley,,Ward 54,-33.95259,18.37952,Entire home/apt,7015,2,30,2019-11-30,0.36,5,289
409909,Hareb House Studio- City Centre - no cleaning fee,2040612,Sandy & Peter,,Ward 77,-33.93528,18.4302,Entire home/apt,478,2,100,2019-12-08,1.11,1,359
412408,Feel at home,2052786,Kim,,Ward 23,-33.81093,18.47568,Private room,1179,2,1,2013-03-10,0.01,1,180
412654,Binkabi studio apartment,2053546,Richard & Freda,,Ward 74,-34.04047,18.36137,Entire home/apt,800,2,78,2019-12-06,0.91,1,0
428550,Tristan's self catering Beach House,2130446,Heather & Tristan,,Ward 61,-34.13846,18.3298,Entire home/apt,3494,2,2,2015-04-27,0.03,3,361
439185,Stylish Victorian Home close to Kloof Street,2181940,Jessica,,Ward 77,-33.93669,18.40654,Entire home/apt,9005,3,10,2016-05-26,0.11,5,346
444928,Spacious garden cottage with pool,2210731,Martin And Janis,,Ward 58,-33.98083,18.47842,Entire home/apt,535,2,51,2018-12-04,0.60,2,19
469356,Beautiful spacious cottage in upper Zwaanswyk,2256975,Diana,,Ward 71,-34.06872,18.41198,Entire home/apt,2006,2,1,2018-12-09,0.08,1,241
471729,Seaview cottage in Scarborough,2339584,Gregory,,Ward 61,-34.19953,18.37765,Entire home/apt,844,2,48,2019-09-28,0.77,2,348
473856,Explore Cape Town from a Cosy Apartment in a Prime Location,2349400,Katrin,,Ward 115,-33.92636,18.41459,Entire home/apt,996,1,149,2019-12-12,1.64,3,1
474596,Walk to Newlands cricket ground,2352753,Cindy,,Ward 58,-33.96867,18.48709,Entire home/apt,7001,7,2,2019-01-03,0.08,1,360
487218,Stylish Annex Room in Popular Guest,914135,Cape Standard,,Ward 115,-33.90944,18.40349,Private room,1445,4,1,2013-04-19,0.01,6,303
487232, Accommodation in Green Point,914135,Cape Standard,,Ward 115,-33.90945,18.40333,Private room,2105,2,3,2016-02-23,0.04,6,323
487252,Green Point - Chic White Studio,914135,Cape Standard,,Ward 115,-33.9097,18.41156,Entire home/apt,985,3,36,2019-02-20,0.39,6,323
487261,Tamboerskloof Quaint Garden Studio,914135,Cape Standard,,Ward 77,-33.92748,18.40151,Private room,788,3,3,2014-03-09,0.03,6,346
498170,En-suite With Separate Entrance in Green Point,2459900,Odette,,Ward 115,-33.90817,18.40338,Private room,617,1,159,2019-12-20,1.73,1,243
499867,apartment with the best view for 4,2467055,Crispin & Ute,,Ward 115,-33.92861,18.42118,Entire home/apt,1337,7,3,2014-12-27,0.03,2,357
501475,Super-sunny Seapoint Flat,2474454,Paul,,Ward 54,-33.91962,18.38508,Entire home/apt,1266,7,17,2018-01-03,0.20,2,0
511414,"Sunny + Modern with Balcony, AirCon & Wifi",2516345,Jaco,,Ward 115,-33.91659,18.41918,Entire home/apt,619,3,3,2015-01-06,0.03,73,315
512371,"Spectacular Views with AirCon, Free Wifi & Parking",2516345,Jaco,,Ward 115,-33.91576,18.42004,Entire home/apt,746,3,9,2018-03-05,0.11,73,322
514629,Modern design flat with ocean view,2534542,Tim & Diana,,Ward 77,-33.93584,18.43287,Entire home/apt,858,2,52,2019-03-28,0.64,1,303
516068,Walking Distance to the Waterfront. Balcony & Wifi,2516345,Jaco,,Ward 115,-33.90727,18.41037,Entire home/apt,884,3,26,2019-08-02,0.31,73,300
516875,"Rockwell 2bed, 2bath, Waterkant,  high floor&views",1210580,Willem,,Ward 115,-33.91438,18.41971,Entire home/apt,2195,2,68,2019-11-17,0.78,2,257
518545,"CBD Loft. Free Wifi, Parking, Gym, Balcony & BBQ",2516345,Jaco,,Ward 115,-33.92285,18.4228,Entire home/apt,886,3,4,2018-07-13,0.06,73,305
518726,COLLINGWOOD STUD Entire Guest House,2552379,David,,Ward 105,-33.81074,18.62143,Private room,5949,4,3,2016-01-03,0.04,4,358
518760,Outside Guest room with en suite,2552992,Felicity,,Ward 15,-34.06982,18.84836,Private room,505,1,22,2019-11-14,0.31,1,365
518837,5 Kingfisher: Studio apartment with a view,2552971,Lucinda,,Ward 61,-34.13877,18.33317,Entire home/apt,673,2,13,2019-12-03,1.04,1,297
537809,Near Everywhere You Want To Be. Wifi. Parking. Gym,2516345,Jaco,,Ward 115,-33.9289,18.42146,Entire home/apt,436,3,5,2018-02-22,0.06,73,328
543206,2Oceans Apartments w. garden & pool!,2670647,Anja & Thomas,,Ward 69,-34.12248,18.39445,Entire home/apt,673,2,2,2014-04-03,0.03,1,317
551666,"The Inn at Castle Hill, Kalk Bay Superior Room (2)",2711126,Castle Hill,,Ward 64,-34.12583,18.44986,Private room,1305,1,38,2019-11-28,0.67,7,306
553936,Modern Beach Front Apartment in Bloubergstrand,65714,John,,Ward 23,-33.81862,18.47446,Entire home/apt,1393,4,0,,,2,155
562793,De Waterkant Apt. Spacious Balcony & Mountain View,2516345,Jaco,,Ward 115,-33.91815,18.42085,Entire home/apt,1351,3,16,2019-03-14,0.18,73,310
563282,"City Centre Pad with AirCon, Free WiFi & Parking",2516345,Jaco,,Ward 115,-33.92103,18.42077,Entire home/apt,436,3,8,2019-10-07,0.10,73,336
563459,Spacious 1 Bedroom Cottage with off-street parking,2762369,Karis,,Ward 115,-33.90922,18.40332,Entire home/apt,703,2,13,2019-03-09,0.28,2,305
565844,Makai Surf Lodge Cape Town,2782178,Rik,,Ward 113,-33.83094,18.49603,Private room,703,4,4,2015-01-11,0.05,1,365
576458,Bree Street Loft - City Centre,2835853,P.,,Ward 115,-33.92292,18.418,Entire home/apt,1266,2,121,2019-12-16,1.43,1,334
590826,Cape Town Waterfront Apartment,2915241,Nicole,,Ward 115,-33.913,18.42489,Entire home/apt,1843,2,9,2019-09-30,0.12,3,326
605399,Bantry Bay Modern House Cape Town,2998358,Adrian,,Ward 54,-33.92669,18.37937,Entire home/apt,8498,7,2,2015-12-27,0.03,2,0
606963,Lovely Guesthouse with Old-Fashioned Service and Ocean View,3007248,Florian,,Ward 64,-34.12644,18.44818,Private room,1094,1,46,2019-12-05,0.55,22,313
608327,Private Guest House in Quiet street,3006485,Gordon,,Ward 115,-33.91147,18.4145,Private room,4235,2,22,2019-02-09,0.30,5,342
610503,Amazing Duplex Flat with private garden.,1142129,Ida,,Ward 77,-33.93994,18.40243,Entire home/apt,900,3,1,2019-08-29,0.25,1,0
611956,COLONIAL STYLE SEA POINT APARTMENT,3035834,Darryl And Ron,,Ward 54,-33.91491,18.3885,Entire home/apt,1280,2,125,2019-11-03,1.42,4,281
613068,"Our family home, nice and cozy well",2600948,Justino,,Ward 21,-33.88132,18.63897,Entire home/apt,2806,1,0,,,1,365
617238,"Stylish Apartment with Large, Covered Balcony",1852795,Jenny,,Ward 115,-33.91602,18.41923,Entire home/apt,1351,5,32,2019-12-17,0.37,3,266
636290,"Colourful Loft with Free Wifi, Parking & Gym",2516345,Jaco,,Ward 115,-33.91191,18.41603,Entire home/apt,675,3,7,2019-11-16,0.11,73,297
650049,Central City Stunner With Jaw Dropping Table Mountain Views,2824970,Claire,,Ward 115,-33.91897,18.41934,Entire home/apt,1055,1,192,2019-12-18,2.53,1,274
651284,1 bedroom garden flat,3271959,Jackie,,Ward 77,-33.92953,18.40291,Entire home/apt,844,7,13,2018-01-07,0.15,1,0
653488,Twin Bedroom with Full bathroom,3006485,Gordon,,Ward 115,-33.91132,18.4153,Private room,1154,2,8,2019-03-25,0.11,5,333
653565,Border of Green Point Loft. Free Wifi & Parking,2516345,Jaco,,Ward 115,-33.91274,18.41469,Entire home/apt,436,3,4,2019-12-14,0.05,73,294
655316,View over Cape Town with doorstep on Kloof Street,3298560,Marcell,,Ward 115,-33.93234,18.40817,Entire home/apt,886,3,3,2018-01-02,0.05,1,4
659419,Self catering 3 bedrooms 3 bathrooms,3326652,Fabrizio,,Ward 4,-33.85396,18.49438,Entire home/apt,1801,1,18,2019-12-18,0.73,9,276
660090,Separate entrance 2 bedrooms 2 bathrooms flat,3326652,Fabrizio,,Ward 4,-33.8546,18.49457,Entire home/apt,1407,1,3,2019-01-27,0.09,9,244
660099,One bedroom apartment,3326652,Fabrizio,,Ward 4,-33.85424,18.49446,Entire home/apt,999,1,3,2019-12-14,0.48,9,279
667072,"Friendly , stylish value for money",3374257,Diana,,Ward 74,-34.0452,18.36537,Entire home/apt,1305,4,31,2019-11-28,0.42,2,236
668544,"Llandudno Beach Apartment, private and secure.",3384207,Brenda,,Ward 74,-34.00874,18.34198,Entire home/apt,2504,1,27,2019-06-16,0.37,1,290
670616,Bo Kaap Garden Flat (Cape Town),227103,Joy,,Ward 77,-33.9184,18.41611,Entire home/apt,802,1,47,2018-04-01,0.54,2,270
672103,Magical manor house,3408518,Marc,,Ward 71,-34.04384,18.42891,Entire home/apt,4953,5,6,2019-01-03,0.07,1,289
675177,Stunning Beachfront Penthouse. Spectacular Views!,2516345,Jaco,,Ward 115,-33.90081,18.40596,Entire home/apt,2554,3,16,2019-11-18,0.40,73,240
678993,Bay Leaf Cottage,3455821,Gwendoline,,Ward 57,-33.93607,18.46662,Entire home/apt,702,2,39,2019-12-17,0.47,1,326
686495,Perfectly positioned Bakoven home,3517753,Odette,,Ward 54,-33.96057,18.37866,Entire home/apt,5501,2,4,2019-04-21,0.07,2,356
688644,OLIVE'S COTTAGE,615652,Doreen,,Ward 115,-33.93134,18.40684,Entire home/apt,3475,1,32,2019-12-16,0.38,6,325
689737,Maxwell's. Whole House,3523392,Keith,,Ward 62,-33.98541,18.44022,Entire home/apt,4995,4,19,2018-01-04,0.26,1,346
690609,"Sunny, spacious & centrally located",3528720,Tom,,Ward 57,-33.93746,18.46708,Entire home/apt,603,3,131,2019-12-06,1.50,2,111
697880,Private Garden Cottage,3576139,Angela,,Ward 57,-33.93562,18.44327,Entire home/apt,800,2,164,2019-12-17,1.91,3,326
703690,Fusion 4 Camps Bay,3613645,Anne-Sophie & Jonathan,,Ward 54,-33.96719,18.37941,Entire home/apt,8020,2,3,2019-12-17,0.07,3,0
705887,Cape Town City Studio Apartment,3626769,Toni,,Ward 115,-33.92719,18.4156,Entire home/apt,856,2,17,2019-09-27,0.46,1,0
706632,Winelands Heaven.,3632181,Alfred,,Ward 15,-34.05592,18.85206,Private room,225,7,4,2016-12-16,0.06,1,1
708351,Cape Cottage-A Home Away From Home,3642757,Jessica,,Ward 64,-34.08444,18.47744,Entire home/apt,800,1,61,2019-11-04,0.71,1,75
714816,Garden en-suite in magnificent Victorian villa,3681463,Mark &  Annette,,Ward 57,-33.93087,18.45621,Private room,365,2,116,2019-12-23,1.33,2,360
731764,Lido Serviced Apartment on Beach Front/Sea Views,3809204,Chantal,,Ward 54,-33.92063,18.38467,Entire home/apt,1801,3,6,2019-11-17,0.46,7,318
731882,African Beach Studio 1 - Serviced / Sea Views,3809204,Chantal,,Ward 115,-33.90098,18.3993,Entire home/apt,1207,3,13,2019-12-20,0.23,7,343
732339,ZEBRA PLACE ROSENDAL DURBANVILLE.CT,3812467,Otto,,Ward 21,-33.86759,18.6439,Entire home/apt,603,2,31,2019-12-08,0.53,3,225
732409,GUINEA FOWL SELF CATERING APARTMENT DURBANVILLE CT,3812467,Otto,,Ward 21,-33.86784,18.64421,Entire home/apt,505,2,41,2019-10-18,0.47,3,264
736534,Enjoy a Private Room in Chartfield Guesthouse,3007248,Florian,,Ward 64,-34.12637,18.44963,Private room,1094,1,28,2019-12-14,0.58,22,316
737219,Zaida's Lodge - Guest Rooms,3849182,Zaida,,Ward 60,-33.98316,18.50311,Private room,393,5,5,2015-09-30,0.06,7,365
742345,Room with a View - Green Point,3886732,Koos,,Ward 115,-33.91033,18.41094,Entire home/apt,746,3,2,2019-10-29,0.45,61,337
746507,Stylish Modern Apartment by V&A Waterfront,3917329,Hannes,,Ward 115,-33.91135,18.41305,Entire home/apt,786,5,290,2019-12-23,4.61,4,0
748713,Rondebosch Loft Cape Town,1151158,Linda,,Ward 59,-33.96146,18.4702,Entire home/apt,996,3,44,2019-12-11,0.52,1,276
751120,Open plan family home with pool and cottage,2210731,Martin And Janis,,Ward 58,-33.98061,18.4793,Entire home/apt,3503,10,7,2018-12-31,0.10,2,261
751785,Instaworthy Views. Free Parking. Walk Everywhere,2516345,Jaco,,Ward 115,-33.9242,18.42451,Entire home/apt,449,3,13,2018-02-10,0.17,73,0
753843,"Location & personality! 413 Cascades, Green Point.",3902221,Samantha,,Ward 115,-33.9096,18.41316,Entire home/apt,844,2,31,2018-08-09,0.36,1,125
754780,Large and clean room in a house,3971841,John,,Ward 57,-33.93662,18.46369,Private room,3914,14,0,,,1,365
757856,Grand Cape Town Amazing Space Loft,3987448,Julie,,Ward 77,-33.92516,18.41175,Entire home/apt,3447,3,81,2019-12-24,0.95,1,318
759767,Woodbridge Island Townhouse,4004504,Steven,,Ward 55,-33.88632,18.48759,Entire home/apt,1407,7,14,2019-11-19,0.17,1,344
762660,House Cherry on beach Breathtaking Suite1  Sleep2,4020635,Yvette,,Ward 74,-34.0459,18.36319,Entire home/apt,898,2,116,2019-12-17,1.50,4,34
766193,Molo room @ Epic Guest House in Cape Town,977417,Sabine,,Ward 69,-34.11199,18.38263,Hotel room,985,2,0,,,5,250
766374,Intaba room @ Epic Guest House in Cape Town,977417,Sabine,,Ward 69,-34.11234,18.38304,Hotel room,900,2,0,,,5,251
768582,Sunny Sea Point 1-Bed apartment,4054512,Lizzie,,Ward 54,-33.91489,18.39472,Entire home/apt,802,6,9,2019-01-04,0.11,1,0
771176,African Sun,4065747,Don,,Ward 77,-33.93986,18.42288,Entire home/apt,732,2,217,2019-12-26,2.53,1,320
771682,Avatara Bed and Breakfast,4071855,Cher,,Ward 115,-33.9093,18.40923,Private room,5628,2,0,,,1,313
772018,2 bed apartment with private pool,4073500,James,,Ward 54,-33.95785,18.38129,Entire home/apt,1505,2,2,2019-03-24,0.04,3,292
772431,Klipview Beach Cottage -Scarborough,4075717,Phillip And Susan,,Ward 61,-34.19873,18.376,Entire home/apt,1618,3,11,2015-08-25,0.15,2,346
776601,Beautiful Heritage Home,4094560,Amelia,,Ward 77,-33.94188,18.42058,Entire home/apt,7254,7,5,2019-11-24,0.14,4,0
